EVENT,SEQ,FATAL
20150226X33737,Enroute - Loss of control in flight,1
20150408X54634,Maneuvering - Controlled flight into terr/obj (CFIT),1
20150411X00127,Takeoff - Collision during takeoff/land,1
20150412X71847,Approach-VFR pattern final - Controlled flight into terr/obj (CFIT),1
20150412X71847,Approach-VFR pattern final - Fire/smoke (non-impact),1
20150508X11640,Emergency descent - Collision with terr/obj (non-CFIT),1
20150508X11640,Emergency descent - Off-field or emergency landing,1
20150508X11640,Initial climb - Loss of engine power (partial),1
20150516X60316,Takeoff - Loss of control in flight,1
20150612X64657,Initial climb - Aerodynamic stall/spin,1
20150612X64657,Initial climb - Loss of control in flight,1
20150612X64657,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150719X03208,Enroute-climb to cruise - Loss of control in flight,1
20150719X03208,Enroute-climb to cruise - Loss of engine power (total),1
20150719X03208,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150727X95755,Maneuvering - Loss of control in flight,1
20150807X03037,Initial climb - Loss of control in flight,1
20150807X03037,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20150908X84919,Enroute - Controlled flight into terr/obj (CFIT),1
20150924X33526,Other - Unknown or undetermined,1
20150924X44711,Enroute - Unknown or undetermined,1
20150928X20026,Enroute - Midair collision,1
20151002X31833,Unknown - Unknown or undetermined,1
20151002X84211,Uncontrolled descent - Aircraft structural failure,1
20151026X63613,Enroute - Unknown or undetermined,1
20151029X22502,Initial climb - Controlled flight into terr/obj (CFIT),1
20151112X00436,Enroute-cruise - Loss of control in flight,1
20151119X05932,Other - Unknown or undetermined,1
20151211X13514,Enroute - Loss of control in flight,1
20151215X70000,Enroute-cruise - VFR encounter with IMC,1
20160119X32338,Enroute-cruise - Loss of control in flight,1
20160202X22036,Enroute-cruise - Unknown or undetermined,1
20160228X22433,Approach-VFR pattern downwind - Loss of control in flight,1
20160313X91203,Initial climb - Loss of control in flight,1
20160326X80544,Takeoff - VFR encounter with IMC,1
20160421X93349,Maneuvering - Unknown or undetermined,1
20160516X05929,Takeoff - Sys/Comp malf/fail (non-power),1
20160608X63653,Maneuvering-low-alt flying - Loss of control in flight,1
20160708X85810,Takeoff - Miscellaneous/other,1
20160715X25242,Enroute-cruise - Loss of control in flight,1
20160718X32752,Unknown - Unknown or undetermined,1
20160727X20105,Initial climb - Loss of control in flight,1
20160729X31455,Enroute-climb to cruise - Fire/smoke (non-impact),1
20160920X10603,Maneuvering - Unknown or undetermined,1
20160920X55131,Maneuvering - Midair collision,1
20161003X52014,Enroute - Unknown or undetermined,1
20161103X71146,Enroute - Loss of control in flight,1
20161119X04951,Initial climb - Loss of control in flight,1
20161207X25744,Enroute - Unknown or undetermined,1
20161209X24520,Enroute - Unknown or undetermined,1
20161230X55950,Enroute-cruise - Unknown or undetermined,1
20170103X14851,Enroute-climb to cruise - Miscellaneous/other,1
20080123X00090,Approach - Abrupt maneuver,1
20080123X00090,Approach - Aerodynamic stall/spin,1
20080123X00090,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080222X00227,Maneuvering - Loss of control in flight,1
20080222X00227,Maneuvering - VFR encounter with IMC,1
20080222X00227,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080305X00265,Landing-landing roll - Runway excursion,1
20080305X00265,Taxi-from runway - Ground collision,1
20080305X00271,Initial climb - Aerodynamic stall/spin,1
20080305X00271,Initial climb - Loss of control in flight,1
20080305X00271,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080428X00559,Initial climb - Aerodynamic stall/spin,1
20080428X00559,Initial climb - Loss of control in flight,1
20080428X00559,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080502X00582,Enroute-cruise - Miscellaneous/other,1
20080502X00582,Uncontrolled descent - Unknown or undetermined,1
20080508X00635,Approach-VFR pattern final - Midair collision,1
20080512X00655,Initial climb - Loss of control in flight,1
20080512X00655,Post-impact - Fire/smoke (post-impact),1
20080512X00655,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080520X00702,Enroute - Controlled flight into terr/obj (CFIT),1
20080529X00746,Approach - Loss of engine power (total),1
20080529X00746,Autorotation - Collision with terr/obj (non-CFIT),1
20080529X00746,Emergency descent - Off-field or emergency landing,1
20080627X00926,Approach-VFR pattern downwind - Controlled flight into terr/obj (CFIT),1
20080627X00926,Approach-VFR pattern downwind - Loss of visual reference,1
20080630X00944,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20080630X00944,Enroute-cruise - VFR encounter with IMC,1
20080717X01064,Maneuvering - Aerodynamic stall/spin,1
20080717X01064,Maneuvering - Loss of control in flight,1
20080717X01064,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080721X01092,Initial climb - Loss of control in flight,1
20080721X01092,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080731X01132,Enroute - Controlled flight into terr/obj (CFIT),1
20080731X01132,Enroute - Loss of visual reference,1
20080731X01132,Enroute - VFR encounter with IMC,1
20080731X01133,Landing - Hard landing,1
20080731X01133,Prior to flight - Preflight or dispatch event,1
20080731X01133,Takeoff - Loss of control in flight,1
20080731X01133,Uncontrolled descent - Miscellaneous/other,1
20080806X01167,Initial climb - Collision during takeoff/land,1
20080806X01167,Post-impact - Fire/smoke (post-impact),1
20080825X01301,Approach-IFR initial approach - Loss of control in flight,1
20080825X01301,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080826X01316,Enroute-descent - Midair collision,1
20080826X01316,Maneuvering - Midair collision,1
20080826X01316,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080826X01330,Emergency descent - Collision with terr/obj (non-CFIT),1
20080826X01330,Initial climb - Loss of engine power (partial),1
20080826X01330,Prior to flight - Aircraft maintenance event,1
20080905X01397,Initial climb - Loss of control in flight,1
20080905X01397,Initial climb - Loss of control in flight,1
20080905X01397,Initial climb - Loss of engine power (partial),1
20080905X01397,Initial climb - Loss of engine power (partial),1
20080905X01397,Initial climb - Powerplant sys/comp malf/fail,1
20080905X01397,Initial climb - Powerplant sys/comp malf/fail,1
20080905X01397,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080905X01397,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080908X01404,Approach - Collision with terr/obj (non-CFIT),1
20080908X01404,Approach - Loss of control in flight,1
20080908X01404,Approach - Loss of visual reference,1
20080908X01404,Maneuvering-low-alt flying - VFR encounter with IMC,1
20080908X01404,Post-impact - Fire/smoke (post-impact),1
20080909X01417,Enroute-cruise - Loss of control in flight,1
20080909X01417,Enroute-cruise - Part(s) separation from AC,1
20080909X01417,Enroute-cruise - Sys/Comp malf/fail (non-power),1
20080909X01417,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20080909X01418,Initial climb - Collision with terr/obj (non-CFIT),1
20080909X01418,Initial climb - Flight control sys malf/fail,1
20080909X01418,Prior to flight - Aircraft maintenance event,1
20080925X01531,Approach-IFR missed approach - Loss of control in flight,1
20080925X01531,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081018X14705,Enroute-climb to cruise - Controlled flight into terr/obj (CFIT),1
20081020X74013,Takeoff - Collision with terr/obj (non-CFIT),1
20081020X74013,Takeoff - Loss of control on ground,1
20081020X74013,Takeoff - Runway excursion,1
20081104X90909,Unknown - Unknown or undetermined,1
20081107X83550,Approach-IFR final approach - Controlled flight into terr/obj (CFIT),1
20081113X00625,Emergency descent - Collision with terr/obj (non-CFIT),1
20081113X00625,Maneuvering - Loss of engine power (partial),1
20081123X12804,Approach - Loss of control in flight,1
20081123X12804,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081124X30428,Approach - Loss of control in flight,1
20081124X30428,Approach - Loss of engine power (total),1
20081124X30428,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20081201X75402,Initial climb - Loss of control in flight,1
20081203X44941,Enroute-descent - Controlled flight into terr/obj (CFIT),1
20081203X44941,Enroute-descent - VFR encounter with IMC,1
20090116X02657,Approach-IFR initial approach - Loss of control in flight,1
20090116X02657,Approach-IFR initial approach - Structural icing,1
20090130X03600,Maneuvering - Collision with terr/obj (non-CFIT),1
20090130X03600,Maneuvering - Loss of control in flight,1
20090131X81912,Enroute-descent - Collision with terr/obj (non-CFIT),1
20090131X81912,Enroute-descent - Loss of control in flight,1
20090206X45502,Enroute-climb to cruise - Loss of control in flight,1
20090206X45502,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090228X94050,Enroute - Loss of control in flight,1
20090228X94050,Enroute - VFR encounter with IMC,1
20090228X94050,Prior to flight - Preflight or dispatch event,1
20090228X94050,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090308X13450,Enroute - Loss of control in flight,1
20090308X13450,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090317X75000,Enroute - Explosion (non-impact),1
20090323X11626,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20090324X64505,Emergency descent - Loss of control in flight,1
20090425X65240,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20090425X65240,Enroute-cruise - Controlled flight into terr/obj (CFIT),1
20090425X65240,Enroute-cruise - VFR encounter with IMC,1
20090425X65240,Enroute-cruise - VFR encounter with IMC,1
20090511X95840,Maneuvering - Loss of control in flight,1
20090519X12854,Maneuvering - Midair collision,1
20090519X12854,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090614X72852,Initial climb - Collision during takeoff/land,1
20090623X33607,Maneuvering - Collision with terr/obj (non-CFIT),1
20090623X33607,Maneuvering - Fuel exhaustion,1
20090623X33607,Maneuvering - Loss of engine power (total),1
20090629X01338,Initial climb - Collision during takeoff/land,1
20090715X04106,Approach-VFR go-around - Loss of control in flight,1
20090715X04106,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20090724X13440,Maneuvering-low-alt flying - Low altitude operation/event,1
20090811X33954,Enroute - Loss of control in flight,1
20090811X33954,Enroute-cruise - Aircraft structural failure,1
20090811X33954,Enroute-cruise - Loss of visual reference,1
20090926X65328,Enroute - VFR encounter with IMC,1
20090926X65328,Enroute-cruise - Loss of control in flight,1
20090926X65328,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20091008X95037,Enroute - Controlled flight into terr/obj (CFIT),1
20091023X21225,Emergency descent - Collision with terr/obj (non-CFIT),1
20091023X21225,Emergency descent - Off-field or emergency landing,1
20091023X21225,Enroute-descent - Loss of engine power (total),1
20091029X54134,Maneuvering - Aerodynamic stall/spin,1
20091029X54134,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20091107X23541,Enroute - Controlled flight into terr/obj (CFIT),1
20091108X23048,Enroute-cruise - Loss of control in flight,1
20091108X23048,Uncontrolled descent - Aircraft structural failure,1
20091108X23048,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20091108X23048,Uncontrolled descent - Part(s) separation from AC,1
20091114X82100,Maneuvering - Loss of control in flight,1
20091114X82100,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20100118X74705,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20100204X45658,Enroute - Glider tow event,1
20100204X45658,Enroute - Midair collision,1
20100206X10511,Maneuvering - Controlled flight into terr/obj (CFIT),1
20100217X24906,Initial climb - Collision with terr/obj (non-CFIT),1
20100217X24906,Initial climb - Loss of control in flight,1
20100217X24906,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20100311X50619,Enroute-climb to cruise - Loss of engine power (partial),1
20100320X60644,Approach - Midair collision,1
20100320X60644,Approach - Midair collision,1
20100325X93604,Enroute - Loss of control in flight,1
20100325X93604,Enroute - VFR encounter with IMC,1
20100325X93604,Enroute - Windshear or thunderstorm,1
20100325X93604,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20100617X12419,Enroute-cruise - Loss of engine power (total),1
20100617X12419,Maneuvering - Collision with terr/obj (non-CFIT),1
20100621X53342,Approach-VFR pattern final - Loss of engine power (total),1
20100621X53342,Emergency descent - Collision with terr/obj (non-CFIT),1
20100621X53342,Emergency descent - Off-field or emergency landing,1
20100705X01827,Approach-VFR go-around - Loss of control in flight,1
20100705X01827,Landing-flare/touchdown - Hard landing,1
20100705X01827,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20100711X15942,Approach-VFR pattern final - Fuel exhaustion,1
20100711X15942,Approach-VFR pattern final - Loss of engine power (total),1
20100711X15942,Prior to flight - Aircraft servicing event,1
20100711X15942,Prior to flight - Miscellaneous/other,1
20100712X94607,Approach - Aerodynamic stall/spin,1
20100712X94607,Approach - Collision with terr/obj (non-CFIT),1
20100712X94607,Approach - Fuel exhaustion,1
20100712X94607,Approach - Loss of engine power (total),1
20100714X15637,Enroute-cruise - Loss of control in flight,1
20100714X15847,Maneuvering - Loss of control in flight,1
20100714X15847,Uncontrolled descent - Collision with terr/obj (non-CFIT),1
20100728X92614,Emergency descent - Collision with terr/obj (non-CFIT),1
20100728X92614,Emergency descent - Off-field or emergency landing,1
